barcodes,xcoord,ycoord
GBRBGGBOGBGBRR,1520.7,4416.3
GOOOOORGBOBOOG,4011.5,2824.7
BRGRRBGBGBGRGO,1687,3257.5
GGORBBBBGGOGGB,3148.8,3214.4
BGBORBORORRORG,3355.3,3407.7
RGRRBOOBBORRBB,1484.5,2762.1
ROROBGORBBBBBB,3461.7,727.53
BGROORBOOOBBOO,1720.7,4317.4
GRRRGGOBGOGRBB,1825.1,2629.4
OROGBBRBGGRRBR,1833,5011
ORGGBRBBOGROGO,3549.5,3362.9
OROOGGGROROGRO,3773.5,3306.2
BROOBROGOBBOGB,3019.4,5254.5
OGRORGRBOOOGBG,1447.5,3662.7
RGOOBORBOGBGBO,4388,4711.6
OOGRBROGRGBOOR,2231,4490.4
RROBRBORRRBOGO,1863.5,5102.9
OBOBGRGORBOBGR,5118.6,4182.4
BOGOGGGRROBOOR,1139.4,4996.2
GGBBOGRRROBRRB,3936.6,5215
OGRGGGGGRRRGGR,2000.8,1069.4
OOOBOGBGRGOOBG,3784.8,2873.4
RGBOBGBGRORGRR,5010.9,2430.1
GOGRBRROGBGROO,1676.2,2990.3
GGRBGBBOOROGBG,1026.4,2918.6
GGBOROGOOGOBBG,4700.7,4882.6
GGBGBBOORROGGR,5194.4,2527.5
OBBOBBOGBRRRGG,3865.4,4378.6
RGBGOROOGRBBGO,2627.7,3478
GBOGBRGGGBGRRG,1590.8,3289.5
RGBOOGGBGORBOB,1621.4,3518.3
BOBOBGROGRRRRB,4305.8,2473.2
GOORBBROROBGGB,2991.1,5449.8
BBOOBBBRBBBBBB,3105.2,5406
GOORBRBBGOOOBR,3428.7,1341.4
BRROGBOOGOOORR,3041.5,3546.2
OBGOOBRORBOOBO,1280.9,3283.4
BOGORRGBGOBGOG,1147.3,3565.3
RGRRBRBRROBBRO,1748.4,3651.1
RBORRRRBOBBBGO,5253,2383.3
BGRRBBGORGGRBG,1408.2,3612.6
ROOGGOBBGBRBBO,5223.7,2338.9
GBORGOGOOBOOGO,1074.3,3610.8
GBROOBRGBBRBBR,1619.5,3301.1
BBGBBBOROGRRRO,5128.5,2338.5
GOGROBBBBROROR,5697.1,2839.8
ORROORRGOBORGB,3410.1,1719.9
RBBROBOGBRORRB,3628,1472.6
OOOGRGORBOBOBO,2425.9,2088
BRORRRGGGRBROO,925.13,2798.3
BBBBBGBOGROROO,1581.4,3192
BBGRGBORBOBRRO,997.29,2917
BROGOBROBBBBBR,3837.3,2905.9
OBOOBRGGROOBOG,914.48,2669.7
ROBRRRBRGORRRO,4069.9,4335
RGGBOOGOOOOBBG,3159.4,3165.2
BBRBNOOBRBOGBO,3475.1,2235.3
GROOBBGRROOBGB,1286.2,2395
BBRROBROBRGBOB,2345.7,3464.2
BOOOORBOGOOOOG,2155.7,2889.2
BRGOOGBOOGBRRG,3398.7,3461.6
OOOGRBOOGBGGRG,1013.4,3265.7
RRBRGRROROROGO,1644,676.67
GOOGGBGBOGROOO,3725.4,648.45
GORGORGBBOGRBG,2522.2,2881.1
ROOBROOGBRROGR,1646.1,2202.1
BGGRRBOGBROGGG,2877.8,5301.6
BGGROGRROOBOBR,639.13,3237.1
ROOOGBBRBBGBGG,2840.2,5305.4
ORORBOBBRBORBB,3767.2,3791.6
RBRBGGGOOOGGGO,1500.8,3432.1
GRBGOBBBRRGOGR,1805.8,791.74
BGOONGGBGGROBR,1857,3471.6
BORRGGGOGRROOO,1756.4,2771.9
RGBOGRBOORBOGB,1391.5,3499.8
OOBGRRRBBGBGOR,3745,1305.8
OOBRGRGOBRBGOO,2146.8,2844.9
ROORRBGORGBBGB,1092.7,3293.1
OBORGRGROBRBRB,2438.6,1351.3
OROOGBOROGRGRR,2206.7,3472.3
BGRGGBBOGROBOO,1922.5,4627.5
RBRORGOBRRRBOO,3232.1,5507.3
BGGROBGOOROGBO,2394.6,3413.1
ORBBGGBOOROOBR,4623.6,4510.7
GOORBRBBBRBBOR,2259.3,1164.6
RGBOBRRRBBOBOG,1900.6,4414.3
GGBGRGBGBGROBO,5348.1,3771.5
RBROOBGBGGRBBG,5612.5,3834.1
OOOOBOGOGRBBGG,1665.5,3788.5
RBORBBORORRGRR,3329.8,2286.2
OBOGROORRGROBG,4173.1,5115.2
RGBOBBGBOGBBBB,3614.7,3499.3
GGBGOBGGBGRRGR,1498.7,1829.7
BRGOOOGBGBRBBR,1851.2,3505.9
GGRGRRGRORRORR,1886.8,2641.7
OOBORBRGBRBOOR,1603.8,4061.3
GRROROGBGBBGBO,2643.6,876.03
BRGOOOOBGROGRG,2679.6,934.5
OGOBORRRBRBBOR,3233.3,2331.2
ORROOBRORGROBB,4865.9,2186.6
RBGOGBOGRBBGBG,3604.3,5600.3
GORBBBBRBBBBBO,3760.6,1251.8
BGBBGOBBRGBGGG,3001.5,4043.5
BRBRBBOBOGBGRG,3035,2209.1
GGOGOBRGBGRGGO,5110.2,3907.7
OROBRRGOOORGBG,3262.9,756.6
ORGBORRGOOBOBG,4224.2,5039.9
GGBROOBOGBRGBO,4065.2,1910.9
BGGGGRGBRBROGO,5046.9,2276.5
RRGBRBBGGRBOOR,3591.5,4394.3
OOGGORGRBOBORB,1612.7,3391.3
RGBOOBOBRBOOGR,2875.1,2763.1
OGRBBRRRBOBGRO,3596.9,1388.8
BBOOBBGRROOBRR,3832.7,1748.5
RORBROGGOROBOR,1019.4,3250.7
BRGBGGBBRGBRGO,3888,1900.5
BGROBBORROBBRG,1543.7,4038.1
RGBBGGBGBOBGRR,1738.2,1653.2
BBBBBBOROBRGBO,3140.3,5501.1
OORRBBOBORBOBB,3544.6,2042.9
GGRORGBBOOROGB,4043,1719.2
GOOOBGBGOORBRB,3425.3,3470.3
GOGGRBOBRRRGOO,5173.5,2369.3
BOGBGBOBORGOBR,1470.7,3521.6
GBGROBGBOGOOOR,3282.6,4410.7
BGRGOGOORGRRGG,4192.8,1738.3
RBRBGGGBROBORR,2651.9,3445
RRBRRORORGOOGO,2915.3,3489.4
BBGBBRROGBRROO,3268.6,993.89
RBOGBBOOGGBBGO,4875.2,2255.5
BOBRRROOROBOOB,5288.7,4014.9
ORROGROORBBRRO,3289.8,2572.4
OGOBRBOGBBBOOR,1904.3,3480.8
OGGROGBBORBRRO,3479.2,4952.8
OBGRGBGBBGGROB,2123.3,5277.7
OGRBOGGBBOBBRO,3263.1,1663
GROGBRRBGGGOOR,3948.4,870.86
BROBOBROGOGGBB,3493.2,1361.7
BOOBBGGRBRBBGR,5414.9,3993.4
RBGGGBGOGOORBG,1361.8,3530.2
RBOBBGGOGROBGO,1341.8,4040.6
GBOOORGRGGBOBO,3849.7,2694.4
BBOGGRROORROOO,3573,3417.7
BGOGOGBOROBOBR,1743.3,4102.7
GGOROBOGOOBOOB,1864,4689
OOBROOGOOOBBOG,3655.4,5165.5
RGRBGGGRROBRBB,5117.9,2350.1
RRBGGBOOROGBGO,4721,4769.8
RROOBGROOOOBBG,1661.8,3648.1
GORBGBOROROORO,2071.8,3225.1
GOROROROGBGRRG,1123.6,5084.7
BBBRBGBRBOBOBO,1892.6,4340.7
OROGOBOGBGOGBO,1402.4,3356.2
GBRGRGGGORGGRO,1717.4,3742.4
ROOROBBBOGOGBO,2809.1,2353.6
RGRRGROGBGROOR,3282.2,5236.3
GROBOGRGRBRORR,1165.8,3874.8
BOBOGGORRGOGBB,4396.6,5156
RGBOGBBGOOOGOO,3392.8,1398.8
ROGOOGRBGBBOBO,1074.6,2617.8
OGRGBBGBGBGGRR,3089.7,1071.5
BOBOBBOOOROBGR,3024.3,2198
BGGGBGBGGOROGO,2097.3,3113.5
OGRORBGGGRBGOO,3324.5,2526.2
BOOBGBGRBORGBO,2904.9,3405.2
ORGOOBORRRROOO,3397.3,685.83
RRRBBRRGROBBOR,1256.6,3137.4
ROGOGRRGGOBGGB,2989.8,3532.1
BROGRGGRORRGRB,2959,2133.1
GGBOBOBGGROOOO,1262.3,1659.1
OGROBBGGRRBRRR,1483,3019
GGGRBBOORBBGGG,4566.3,4878
OOOGBGBBORGRGG,2714.7,1309.6
RBRBBBGOOOBGGG,1676.6,3574.5
BRGOGRGGOBOOGO,1323.2,3552.1
RBGOOBOOOROBOO,1767.5,675.18
OOOOOOOGRBRROG,978.93,3294.9
GOBBGBBRBBBBBB,3766.6,1504.8
OOBGOGROOROOBG,1741.4,3886.9
GORGGBGOGOBGGO,946.39,2078.6
BRROGGOGBGBBGO,991.57,3726.9
RBGOOOOGBRRRGG,5225.3,4403.4
GBGGRBRGGOBRGG,2905.5,5084.3
BORGGBRRRRRBRO,3005.4,3537.3
GRRORBGORGBOOO,5004.9,3093.3
GRRBBBRGORRBBO,5147.3,4034.8
BGRORRBGGOOOGR,3832.8,4343.7
OOBGBRORBOGRRB,4218,1170.4
OOOBOOGRRRBOGG,5467.4,3209.1
OBGGRGROBOOGGB,2993.2,2417
BOGBGGBGGBRBBR,1631,3361.8
BBOBBOOBRBOGOG,4785.9,4584.3
RGBRBOGORRGOBR,3649.2,3307.6
OBBRBBOROGRBRG,3676.4,2892.2
BROBRGROGGGRBG,1806.5,2189.3
GRBRRGRBGORGGG,4288.3,4780.9
RGBRBRBBBOGOBO,3378.5,3189.4
RBBGROBBORBROG,3609.8,3355.2
BBRBGOOROGRGOG,2115.8,1869.1
ORRRRBRBOOBGBO,1771.1,1968.3
GORORGGBBRORBB,1852.2,3571.8
RBGGORGOORGBGO,4104.1,2976.7
GGBOROBOROGRBB,4281.2,1400.8
RRGRRBRORGBBBG,1458,2358.2
OBGBOGGGGOROBR,3333.3,5117.7
GBRRRGRGBROGGG,2884,2574.9
RBOBGOBBBROORG,4557.5,2351.2
RBORGRORROORRB,1531.8,3341.1
OOGOGGBOOOROBO,2932.3,1668.9
OOBRGBBOGRRBOG,1123.9,3838.5
BBORRRRORRBBRR,4355.6,4101.2
GOBGBBBRBBORRO,4197.8,1046.1
OGRRORBOORGRRB,1766,2300
BROBBBGGORGGGO,4022.3,1280.7
ORRBBRRGBOBBGB,3310.6,695.23
RBGGGGBROGRORG,4244.2,979.81
GOOOBRGOGOBRRR,2827.6,860.42
OBBOOGROGGBBGR,3347.2,3558.9
BOOBBRGRBBBOGG,2888.7,1974.7
RBOOOBGBRGRGGR,1523.6,2317.9
GOOGGRBROORBRG,2956.3,4559.4
BGBRORGRBORRRR,4739.2,4925.5
RBBOGBGRBRROGG,1355.7,4639.3
BRGRRRRBOBGOOG,2283.4,4217.6
BOBOORRRGBBORB,3753.2,4369.5
RGBBGGBGRROBBO,4816.9,2150
RGGGOBGGRRGBOR,4768.2,1315.7
RRRRBBROGRRBOB,3232.6,677.35
GRGGBOGROGOGRB,4257.1,4134.4
RGROBGGGRBRRGO,4263.8,2538.3
BOORGBBRRORRRB,3450.5,3438.6
RRGRBBROBOOBRR,3448.4,5048.8
OGBOBBGBRRRGRG,2974.8,3511.5
OOBBBOGOOORRGR,1784.5,3626
BROBRRRBORBOBR,1013.5,2323.9
GRBORROROBBGRG,2591.9,1106.9
RGGGBORRROOOOO,4518.1,2351.1
RGGORGROGBRROB,2420,3481.9
GBOGBGBOOGGRBR,1395.7,3598.4
GROGBRRRBROORB,1406,2120.8
RRGRBGGBOOOGOB,2870.6,5274.4
OBGOOGGBROOBBG,5735.4,2840.3
GOBBGBBBORRRGB,3456.3,3077.7
OBRBRGRGGRORGG,1755.3,4611.1
RBGGGBBGRRGRGO,3881.3,5452.2
GGBGBBBROBRGGR,3222.2,4415.1
RRGBRRRGBRBORO,5445.1,2879.4
OGRBOGBBGOBRGB,2424.6,3414
GRGRBBOROORGRB,1288.1,3009.5
GRRRRBGBRROOOB,5094.2,4091.7
BBRGBRRBOGROBR,2727,3384.9
GGBBORORBRBORR,3949.7,5040.4
OBOGORRORRRROG,2991.6,5178.1
RBBORROBGORORO,1870.7,4936.4
BOGROOGOGBGOGR,1758.9,4362.1
GRGGBRGBGRROOO,1713,3787.3
ROGRGOOOROGBGG,4330.4,703.58
BBRRRRBOBRRBBR,3741.3,2814.8
OGRRRGGGBGRBBR,2701.4,1455.9
GOONBOBGRBRGGG,4405.4,3982.1
RRBBRBBBOBORRR,2511.2,3277
OOGROBRBGRORBR,2614,4941.9
BGOGRGBGROGOOB,3140.7,4661.4
OBOGBRGBRRRBRG,3258.3,4878.4
BOBBOOBBRBOROG,4552.2,1853.7
ROOBORGOORBBBR,4892.9,2117.3
BORBROGRGOOROO,5170,4381.4
RGGBGBOGGOROGR,1989,5079
ROBBRBOOGRGGGB,3051.9,2811.5
BBGBRGBBORBGBG,3958,4291
OROGOBBROBGBRG,3502.2,3541.5
GORORGGOGBBOOO,3135.1,529.47
RGRBBBOBOOOBNB,4487.9,1701.7
BROOOROGOOBRBO,3777.2,3409.1
BRROGBOBBOBGBR,3636.1,1974.5
OOGGGBGRGGBBGB,2258.7,4889.5
GGBRGBBROBRBBR,1987.1,3094.8
GROROBGORRRORG,3470.7,5142.7
BOOBBOGOGBRGBR,1021.4,4115
GOOBRBBORBBGGR,4649.6,4700.8
RORGGBOGGROOGG,2326.6,1224.1
GRBGOOROBBBGBR,1950.6,1811.9
GGGGOBGBRBBGBB,1173.1,1851.2
BBGBOGBOOOOBGB,4296.1,2609.3
GGGBGBRBRRGRRG,2543.8,3487.8
BBOGOOOROGOOOB,2327.5,5250.9
RBOOGRBOGRBBBG,3702.9,3376.7
GOOGBRRGBBGBGG,3912.7,4365.1
BOORBBOBGGBBRG,4719.7,4598.3
OOOOGGRBBOBGOR,1643.1,2769.8
BBRONBOGRROOBR,3081.5,655.74
OBOORRRRGRBRBG,1360,4075.3
BBOOOOBRBRROBB,2662.2,5316
GROOBRRBROGGOR,4805.6,4488.8
GOORRGGOGRGROR,4756.3,3635
RRBORGGGOORROR,2162.9,3435.9
GOROOOGGGRGOGG,1165.5,2458.8
OGGOBBGOOOOGOO,1874.8,2948
BBGGOGBOOBOROO,4809,4294.2
BRGRGGRRROBROG,4057.8,965.05
RORBGGORRRBGRB,3970.9,3156.2
OBOORRGGGGROGG,1343.2,3146.5
GOGGRRGRRROGGB,1760.6,2811
BBGBBBBRBRBBGR,1230.9,3254.9
GORGOBBORGBRGR,3003.6,5406.4
OBBOBOBOGRBRBR,1669.2,4129.5
ROOGORBORGGROG,1354.7,3232.7
OGBRGRORORBGGG,4744,3529.1
BBGGGBORROGGRB,2580.4,5103.4
OOBRBORBOBRGBG,1531.2,3220.8
RRBGRBROORBBGR,2594.8,4678.1
BORROOGBBOOBGR,4383.8,4053
GOORBGBGGGGRBO,2097.2,2905
BRORGGBBOGGROO,3724,3334.1
OGBOBGORBBGRGG,4176.3,4960.6
GGGOGOOGGRBOOO,1213.7,2767.5
OGOGBGOBRGROBB,2198.5,2769.4
ORBRBGBGOBGBBR,1967.5,2546.6
ORBRROGGROBROO,3543.6,1911.6
BGGBOBOGGGOBBG,1439.7,2408.3
RBOBRBRGROOGBR,2301.2,1139.2
OOGROBOROGRORR,3844.4,2240.7
RBBGGROOROGGBB,3831,1994
GGOGOBRGBBRRRR,2907,4415
GGBBBOGBRROGGB,3175.3,493.1
OBBORRGBOOROBO,2924.7,3406.1
BBBOBBORBBBBBB,5706.3,3033.8
RBRBORRRBOGGBB,5412.9,3903.5
OGGOORGGROOBBB,4360.1,1893.6
OGRORGGGGOGORR,3179,4665.3
GGRORBRBBROGOB,4608.1,2377.6
BRGOOBBRRORORB,3439.7,1402.8
GGOOBGGOBRBOGR,1792.4,3748.2
GRGRGROBOOROOO,2048.1,4665.6
RROROBGRROGBBO,932.71,3102.5
GRGGGGGOROGRRR,4535.7,1868.3
OOGBBGBBOROOOR,3692.9,1558.6
RGOGORGGOOOOOB,887.84,2773.8
BOBBBRRGOGOOGG,1226.3,2724.7
OOBBBOOOGBRBBG,2055.1,2766
GRRGGGGROGRBRB,2711.8,4378.3
RBOBGBROGBRBOB,1140.2,3519.9
GBBBGBGGRGRBRO,3355,4689
ORORORBGOGRRBR,2499,4278
GBOBGRRROBOOOO,1346.7,3020.2
OBBOOOOBOROOGB,2686.6,3304.8
RBROBRGOGBROBG,1852.6,4833.2
BOBRBGOGBORBGO,2678.2,800.34
BOROBBBORGRRBB,1889.5,2602.9
GGOOGBGRGGORRO,1036.4,2505
OGBGRBORRGOOGG,1884.9,3390.5
GOOBRRGGORRRGR,3045.4,1086.3
RRBBOOOBRBGGBO,1691.6,2912.8
RBOBBBOGOBBRGO,1142.2,2477.2
BGBBBGRGRBOORB,2393.1,4255.2
OOOBBGBRBGBGBR,4939.2,2125.2
GRGOOOROOOOBBG,2971.3,2798.7
BGBBGOBOBORORR,2428.8,2270.7
BOOBBGOGGGBGGR,3586.5,1505.2
GBOGOGBOROOOGB,2167.8,1075.9
GGOGBGBBBGOGBB,2546.2,1793.5
GGGROBROBRBGOG,1304.9,3290
ORGOGGOOORBRGG,1586,2292.7
ORRRORRROGBBGB,3261.9,737.91
GOBGBGGORRGRBO,3244.4,310.89
RRRGORRBBOGRBG,1650.1,3607.4
GOGRRGOBROGBOG,1361.2,3939.2
GRROBORGGRGGBG,4607.5,5005.9
GOGORBOBRGOBGB,365.43,595.28
ROORGGBOOGBBBB,5624.6,3480.2
ORRGOBRBORGGBR,2765.6,2533.1
BGGOGOOOORBGBO,2816.2,2722.2
GOOOGBRGRGORGO,2035.6,4039.8
BRGRRRGOOORGGO,3880,1503.2
OOOGGOGRROGOGO,3402.1,5703.1
GGOGOBRRGOOGBO,1744,2833.2
GGBOOORBROBRRO,4447.8,2247.3
BBBBGBGORBOOBB,1742,1355.7
RORBOBBBBRBRNB,1235.9,3544.4
OBGOBRGROGRRRR,3548.9,2502.4
GGGOGGGRROBGGR,3282.1,2150.6
OBBOBBOBBOBBBB,943.09,2924
BGRRBBGBROGOGO,3434,4434.3
GGBOBBBBBOROGG,5140.5,2814.9
RGGBRORBGROBGB,609.99,2638.2
BBBBGRRGBRBGGR,3585.1,904.43
BOBBBBBOBOGGGR,2092.4,4183.2
BGGOBORRBRROGG,1826.2,5066.7
RRRNRROGRRRGGR,2188.9,4976
BRGOGOGGROROGG,3558.2,2515.4
GRROOBGBBOBBOR,1639,3493
GGBORBRBOGGBGR,4394.9,2386.2
RGOGOBBGGOBROR,2305.1,3302.5
OGOORRGGOBBBBB,3653.6,2585.8
GBROOBBGOGGOGB,2341.5,1217.6
OOGGOROBRRBRBB,1420,3219.4
RBOBBOROBOROBB,2376,4305.7
BOROOBORORBGGB,3398,941.61
ROOGBRGGBRRGGG,2750.1,5018.9
OBOGRGGROBBRRG,1264.6,3101.8
RBGOGGGOOOGOBR,5020.8,3091.6
GORRBBBGRBGOGG,2114.6,4845.5
BOBBGBGBRBGOOO,3066,632.11
OGBBGBORRRBORR,2022.3,3263.4
BRGRBGBOGGBGOO,2400.3,5328.8
OBOGGBOBOBRORG,5000.4,2442.1
RGGGBGBOROGBGO,1817.2,3411.1
GRGGRGOGGGRGGG,2217.9,2928.3
ORROOBBRBRORBO,2192.8,1519.4
BBROBRRORROOOG,1801.4,2526.8
ROORGBGROBOGRO,4104.5,5113.6
BRBOBROGGOBGBR,3564,810.78
ORBGGGORGROOOR,1967,2013.4
BBOORGRBOBRGGR,4688.4,4407.7
OROORBBOORBORB,2994.9,3364.6
ROOORGBROROBRR,5022.5,3044.5
GRRRRGRGGORRBR,4471.6,1224.5
GBBGGBBRGRGORR,1612.7,3240.2
ROGGBOGBGBBRBG,2131.6,4795.4
BOGBGOGRGGOGGO,3729.9,4465.6
BRRRBOGGOBOOBO,4401.6,968.45
GGGGGBGBOBRBGG,1784.3,4603.7
BGGOGGGRROGOBO,1476.2,2151.2
GORRGBBRORBBRB,3897.9,4370.1
GGRGGROROGOGRR,2839,1136.7
OGORROOOGRGROO,3017.3,2859.3
GBOOBBRRBOOGOG,3253,5288.2
BORGROOBOOROOO,3235.8,2526.3
OBBGGOOORRBOGR,4404.4,1074.1
RGBBGGBGOORBRR,2110.7,2865.8
GGOOGRRBRORGGO,2462.6,4317.7
GBORBBBGRGBOBR,3816.7,2712.4
GBRBOBGOGRGROG,3600.4,1085.4
RGBOGGOBORRROR,1279.9,3091
BBBROBGRBRGORO,3662.7,1496.7
BGROOBRBROGGGO,3696.6,5276
RROOBBOBOGGROG,4007.3,2850.9
OGRROGGGGRRGGR,2925.6,994.26
BOBOGGOOOOROBO,3132.2,4782
GGBGOROBRGBGOG,3854,4367.1
GBGGBGBRRRBORO,3282.2,3098.1
GOOBGRGBOOOGBO,4276.5,2501.1
RGRRGRBBRGORGB,1716.6,3236.7
RBROGBGOROBOBO,4731.7,4610.1
BGRGRGOOOOBOGR,4119.6,1808.1
ROGBBOBROOBOBO,4895.9,4735.6
GGGBBBOGGBOBRO,3628.3,4959
RGBROGBRBORRBR,5305.6,2882.2
GOBORRBOORRGOR,2278,3459
BORRROORBOGBBG,2690.5,5397.6
RGRORBGRROBRRR,3073.9,1076.3
OOGGOBOOBOORGB,3362.9,3089.1
ROORBBOGRBRORO,2342.9,2239.4
BOGRBROGGROOGG,2594.3,477.55
BGBRBOORORBBBR,1077.6,3390.5
RBRRROBOGORGGR,2133.9,5113.4
ORORORGRBBOGRR,5179.3,4194.8
BORBBBBOGRROBB,4190.5,809.04
RBGOBGRRRRGRBR,5646.2,2797.4
RRGRBBOOBOOGBO,3332.5,4687.9
RORGORBGOBRBGR,2549,1110.4
BGOORBGGOBBOGR,1024.5,3137.8
ORRRGOBRGORRRB,2699.7,2163.9
GRBOOOOOORGROG,2670.7,1531.9
ROORRRRGGOGORR,4007.7,2726.5
BGOGGBGBORGOBB,4954.6,3259.5
GROROBRBGGRRGB,3492.7,1347.9
OGORBBGGOROROR,3981.5,1862.8
OOGOGBOGGRRRBR,1377.8,1053.7
OROROGRBOOBGGB,3526.8,3505.8
BRBGGGBOGRRBBB,5118.8,2712.5
RBOROBGBOBBOBB,2092.9,395.98
GBROBBORBBOORB,3950,4776.3
BBRGBROGRGBGGB,1885.2,2935.3
BRGGBGBRBBOGRB,1856.1,4237.1
RGRBRBGBGRRGBR,3492.3,3484.4
BOBBRRBROOGGBO,4570.4,4216.5
RORBRBBRBOOBRG,3685.2,2905.9
BGOGOBOBBOBBBB,5116.8,2802.2
BORRBRRGBBRROO,2832.6,2724.6
ROBGBOGGGOORBR,1515.7,1572.9
RGGGGRORBROBBO,1567.3,5238.4
BGBGBBBRRGOBBO,5669.2,3722.1
GGBOBRROBBOBOB,1258,3056.9
OGOBRBBBGRRRRR,2935,4895.4
GGBGRRGBOGGOBG,5070,2327.8
ORGBOBBRBRGOOO,1537.3,4236.3
OBORRGORORROOO,4511.7,2460.2
BRBBRBOOGGBRBG,5170.5,3864.7
GBOBOGRGGORRGO,1246,3032
RORBOBROGOBRBG,3654.5,2375.4
RRRGOBOROOBOBR,2622.5,2832
OBOBRGBRRROBBR,763.56,2865.3
OGRBBOORBROBRO,4686,4923.4
OORBGOGOOOOOOR,4187.5,5090.9
BRORBRGOGOGOOR,2297.5,2234.1
RGBOBGRRGRBOBO,3832.8,5442.9
GGBOROORGOBGRR,5258.7,4073.2
RBBORROBRGOBRR,2151.2,4202.2
ROOGGOBRBBGBBO,3645.8,3415.9
GGOBBBGBGOOOGR,4168.4,4774.1
GRBBBBBGGOGBGR,3662.3,1788.8
OOORBOGGRRROGG,1821.5,2509
RGOOOOBOOORGOR,4279.8,2480.7
GGGOBBOBRORROR,4050.9,2745
OOBOROBRBBRBRO,3620.2,949
RGBOOBBGRRGRBR,1303.5,3514.2
BRGBBBGROBGORO,2928.8,5453.1
RORBOGGGGRBOOO,3708.8,2258.6
BOOOBBROGBRBGB,1256.9,3401.5
ORROBORGGBRGBO,4111.2,5079.8
RGBGRGGGOGORRG,4655.3,1771.1
BGBBORBBOBOBGB,2618.1,1545.4
OBRRRGGORBRGGG,2866.3,4322.7
GROOOBOGGOBGGR,1909.8,2947.2
RBOBOGBGBROGRB,5130,2834
RRRGGORBRBOOBR,4097.9,2735.2
BBBGOBORORBGRG,1697.9,3794.4
RGRBBBBOGOBOGB,3118.1,5325.4
GBOOOROOORGBOO,3812.1,3280.9
BGOOGROBOBBBOG,3317,3444.3
BRGBOORBOGOGOO,1056.3,3322.4
OORBGRGRBBORRR,3589.1,2618.4
GOOBRRBGGGBGRR,4451.2,1777.3
GROGOGBBOGROGG,5395.5,3892.5
OBOROOBBOGROGO,2465.5,3308.4
OGGRROORROGBRR,3241.6,1375.4
GGRGBGGBBORBBB,5604.3,4240.1
OOGBRRBOBOGGOG,2530.9,535.35
RBBORBBBOORRBG,3957.7,3160.3
OBRROGRORBGRBO,2077.3,4959.5
RBBGBBBORBRRBR,1242.1,3046.7
OOBBOGBGROOBGR,1202.8,3748.3
RGRBGBBOGBOGBO,1354.2,4175.6
RROBRBORRBORRR,2812.7,5030.2
OROONOGOGBOROB,4470.9,1982.8
ORRBBGRRRRGBOG,2391.7,2023
OOBORBRBBROOOB,1273.9,3801.7
ORRROBGOGGROOR,2051.6,1667.5
RBRROOGOGGOGRR,4570.6,1760.1
RRGROBGRRBBGRG,1165.3,3620.7
OOOOGBRRBBOBBO,1713.9,2160.6
RBBGBOGGROBOOB,5168.8,2557.6
GGBOBRGBBOBBBR,4171.1,2589.9
OGRRGBROOOBRBB,1326.4,4043.4
BGRGGBRRORBGRG,5635.1,3410.9
GOGBGBOGBBORRO,2744,4989.1
GORRGBOORGBBOO,2703.6,3521.9
RGORGBRRBRROOR,3438.2,3548.1
GGBOBRGGGBGOBO,3201,2524.9
BRBGRRGBRBGOGG,3249.2,2500
BBBBOOBGGRGGGB,2802.1,5079.4
RGBOGOROGBOOGR,1211.2,2048.2
RBOBRBRORORRGB,4677.9,2337.5
OOGRBROGBBGBGO,4458.1,4775.2
GOBRORGORBGBRO,2119.3,5006.6
BOGBROOGOBGBBR,2447.3,4647.3
RRBOBRGBGBRBBR,5712.3,2846.3
OOOBOBBBROGRBR,1175.5,2948.9
GGBBGBOBOBORRG,3100.8,786.4
OGROBRGGBRBOGR,4267.1,4648.2
GOGRRBBBRRGOBG,554.02,3117.8
RGORGROBOROORR,3649.4,2036.4
RBRRGBGOOOBGGR,1458.5,2553.5
BBRGRBGBBOORBO,4240.7,1616.3
GGGBGRBBRRGRRR,4077.9,2753.9
RRBRRGRBRGBGOO,2702,3224
BOBGRRRBGROGBR,4048.6,2703.6
BGGBBGRGBOGRRG,1720.8,2887.8
OGOBBOGBOBRORO,1718.9,1655.5
GRORRGGOBRORBG,3056.5,5487.9
ROBOGRRGGRRBBG,1267.6,2521.3
GGOOOGOBRBBOBR,4364.8,1091.2
OOROBRRGOBOOGB,2461.1,3211.9
RBOOROBGRGRRBG,3765.5,2763.8
BROBNOOORBOGRO,2592.9,1922.1
RORORBRBOOROGG,2850.7,5298.9
GOGOBGOBOBBRBB,2875.9,3233.1
RRBRRGROOGGBGO,3013.6,3385.6
GOROGRRRGGBOOR,3437,5082.1
GOOOBRGBRGRRRO,2771.9,4309.5
RRGRBRBBORRBGB,2065.8,871.22
RBRRGBGRBBRGGG,4287.9,1985.1
GBBGGRRRBGRGRG,3163.7,822.28
GOGBBROGBROOOB,3381.7,1373.5
RORGGBRROGRBRR,2868.4,1056.7
OOROBGGGGRGBGO,3944.7,2109.9
RGROGRGGROROBB,1427.6,1350.1
RGGGGOOGGROBGG,2333.4,2915.7
OGOBROGOOGOBBG,4790.6,2232.5
RRBRGOGGGOBOGO,2022,1916.3
OBOGGBGROROBRO,2133.5,3038.3
ORGGORRROGROOO,2365.7,3413.9
OORGBBBORROBOB,3268.7,3414
BBBORBBGGRGOGB,2274.5,1339
BROBBGOGRROBBO,5067.4,4318.3
RROBBOORBBRGBB,3135.5,5414.4
OBGGOOROGGBOOR,1899.7,2905.6
BROROGGRGBBGOB,1499.9,2757.6
